event_date,fighter_a,fighter_b,elo_diff,elo_trend_diff,win_streak_diff,win_pct_diff,recent_form_diff,slpm_diff,sapm_diff,str_acc_diff,str_def_diff,kd_per15_diff,td_per15_diff,td_acc_diff,td_def_diff,ctrl_pct_diff,sub_att_per15_diff,getup_speed_diff,age_diff,height_diff_cm,reach_diff_cm,weight_class_encoded,stance_match,layoff_diff_days,ufc_exp_diff,title_bout,a_won,is_decided
2010-05-08,Sam Stout,Jeremy Stephens,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2.539999999999992,-2.539999999999992,5,0,0,0,0,0,1
2010-05-08,Lyoto Machida,Mauricio Rua,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,-5.079999999999984,8,1,0,0,1,0,1
2010-05-08,Marcus Davis,Jonathan Goulet,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-5.079999999999984,-7.619999999999976,6,1,0,0,0,1,1
2010-05-29,Melvin Guillard,Waylon Lowe,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,5.079999999999984,7.719999999999999,5,1,0,0,0,1,1
2010-05-29,Amir Sadollah,Dong Hyun Kim,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-10.159999999999997,-5.079999999999984,6,1,0,0,0,0,1
2010-05-29,Aaron Riley,Joe Brammer,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,-2.5400000000000205,5,1,0,0,0,1,1
2010-05-29,Luiz Cane,Cyrille Diabate,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,-10.159999999999997,-10.159999999999997,8,0,0,0,0,0,1
2010-05-29,Efrain Escudero,Dan Lauzon,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-2.5400000000000205,-5.199999999999989,5,0,0,0,0,1,1
2010-05-29,Michael Bisping,Dan Miller,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2.539999999999992,7,0,0,0,0,1,1
2010-05-29,Diego Sanchez,John Hathaway,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,-7.619999999999976,-7.6200000000000045,6,1,0,0,0,0,1
2010-05-29,Todd Duffee,Mike Russow,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9,5.0800000000000125,15.240000000000009,9,0,0,0,0,0,1
2010-05-29,Jesse Forbes,Ryan Jensen,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,2.5400000000000205,-2.539999999999992,7,1,0,0,0,0,1
2010-05-29,Rampage Jackson,Rashad Evans,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.539999999999992,-5.0800000000000125,8,0,0,0,0,0,1
2010-05-29,Jason Brilz,Rogerio Nogueira,16.0,0.0,1,0.5,0.5,2.1333333333333333,-1.0666666666666667,0.06376811594202897,0.007407407407407418,0.0,2.0,0.36666666666666664,0.5333333333333333,0.0,1.0,0.0,1,-7.6200000000000045,-10.159999999999997,8,1,-296,1,0,0,1
2010-06-12,Tyson Griffin,Evan Dunham,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-10.160000000000025,-5.0800000000000125,5,1,0,0,0,0,1
2010-06-12,Ricardo Funch,Claude Patrick,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.539999999999992,2.539999999999992,6,1,0,0,0,0,1
2010-06-12,James Wilks,Peter Sobotta,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2.539999999999992,0.0,6,1,0,0,0,1,1
2010-06-12,David Loiseau,Mario Miranda,16.0,0.0,1,0.5,0.5,0.0,4.359861591695502,0.0,-0.35,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0,-7.6200000000000045,5.079999999999984,7,0,292,-1,0,0,1
2010-06-12,Mac Danzig,Matt Wiman,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-5.0800000000000125,5.0800000000000125,5,0,0,0,0,0,1
2010-06-12,Carlos Condit,Rory MacDonald,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5.0800000000000125,-2.539999999999992,6,0,0,0,0,1,1
2010-06-12,Mirko Cro Cop,Pat Barry,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7.6200000000000045,-2.5400000000000205,9,1,0,0,0,1,1
2010-06-12,Chuck Liddell,Rich Franklin,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.5400000000000205,2.539999999999992,8,1,0,0,0,0,1
2010-06-12,Ben Rothwell,Gilbert Yvel,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,5.079999999999984,2.539999999999992,9,0,0,0,0,1,1
2010-06-12,Paulo Thiago,Martin Kampmann,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-2.539999999999992,2.539999999999992,6,0,0,0,0,0,1
2010-06-12,Mike Pyle,Jesse Lennox,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7.6200000000000045,5.0800000000000125,6,0,0,0,0,1,1
2010-06-19,Brad Tavares,Seth Baczynski,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-5.0800000000000125,0.0,7,0,0,0,0,1,1
2010-06-19,Chris Camozzi,James Hammortree,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-2.539999999999992,1.2699999999999818,7,0,0,0,0,1,1
2010-06-19,Josh Bryant,Kyle Noke,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-7.619999999999976,-7.6200000000000045,7,1,0,0,0,0,1
2010-06-19,John Gunderson,Mark Holst,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,-7.6200000000000045,-14.740000000000009,5,0,0,0,0,1,1
2010-06-19,James McSweeney,Travis Browne,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-5.0800000000000125,-5.079999999999984,9,1,0,0,0,0,1
2010-06-19,Spencer Fisher,Dennis Siver,16.0,0.0,1,0.5,0.5,-1.3333333333333333,4.4,0.07213114754098365,-0.08031496062992127,0.0,0.0,0.3,0.0,0.0,0.0,0.0,3,2.5400000000000205,0.0,5,1,285,-1,0,0,1
2010-06-19,Chris Leben,Aaron Simpson,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-2.539999999999992,2.5400000000000205,7,1,0,0,0,1,1
2010-06-19,Keith Jardine,Matt Hamill,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.5400000000000205,0.0,8,0,0,0,0,0,1
2010-06-19,Court McGee,Kris McCray,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-2.539999999999992,-2.539999999999992,7,0,0,0,1,1,1
2010-06-19,Jamie Yager,Rich Attonito,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,7.619999999999976,2.1200000000000045,7,0,0,0,0,0,1
2010-07-03,Forrest Petz,Daniel Roberts,16.0,0.0,1,0.5,0.5,0.0,8.925619834710744,0.0,-0.054545454545454564,0.0,0.0,0.0,0.13333333333333341,0.0,0.0,0.0,5,-2.5400000000000205,-7.6200000000000045,6,1,261,-1,0,0,1
2010-07-03,Gerald Harris,David Branch,16.0,0.0,1,0.5,0.5,4.359861591695502,0.0,-0.15000000000000002,0.0,0.0,3.114186851211073,0.2,0.0,0.0,0.0,0.0,2,-5.079999999999984,-2.539999999999992,7,1,-271,1,0,1,1
2010-07-03,Kendall Grove,Goran Reljic,-16.0,0.0,-1,-0.5,-0.5,2.6808510638297873,-3.5744680851063833,0.03749999999999998,0.10877192982456141,0.0,0.0,-0.3,0.3666666666666667,0.0,1.914893617021277,0.0,1,7.6200000000000045,-5.0800000000000125,7,1,-281,1,0,1,1
2010-07-03,Seth Petruzelli,Ricardo Romero,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0.0,0.0,8,0,0,0,0,0,1
2010-07-03,Jon Madsen,Karlos Vemola,16.0,0.0,1,0.5,0.5,1.7333333333333334,-0.4,-0.14,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,-7.6200000000000045,9,0,-281,1,0,1,1
2010-07-03,Brendan Schaub,Chris Tuchscherer,16.0,0.0,1,0.5,0.5,15.319148936170214,-10.212765957446809,-0.15000000000000002,0.2666666666666667,0.0,0.0,0.0,-0.30000000000000004,0.0,0.0,0.0,-7,5.079999999999984,5.0800000000000125,9,0,-261,1,0,1,1
2010-07-03,Krzysztof Soszynski,Stephan Bonnar,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-7.6200000000000045,-2.539999999999992,8,1,0,0,0,0,1
2010-07-03,Chris Lytle,Matt Brown,16.0,0.0,1,0.5,0.5,-3.8823529411764706,2.235294117647059,-0.22264150943396221,-0.006249999999999978,0.0,0.0,0.3,-0.19999999999999996,0.0,-3.5294117647058822,0.0,6,-2.539999999999992,-17.78,6,0,267,-1,0,1,1
2010-07-03,Chris Leben,Yoshihiro Akiyama,16.0,16.0,1,0.5,0.5,2.9084380610412928,-2.8007181328545783,0.04999999999999999,0.11851851851851858,0.0,1.6157989228007181,0.2,0.033333333333333326,0.0,0.0,0.0,-5,2.539999999999992,2.5400000000000205,7,1,-351,1,0,1,1
2010-07-03,Brock Lesnar,Shane Carwin,-16.0,0.0,-1,-0.5,-0.5,-1.842105263157895,2.6315789473684212,-0.0117647058823529,-0.09999999999999998,0.0,0.0,0.3,-0.19999999999999996,0.0,0.0,0.0,-3,2.539999999999992,2.5400000000000205,9,0,267,-1,1,1,1
2010-07-03,George Sotiropoulos,Kurt Pellegrino,-16.0,0.0,-1,-0.5,-0.5,-2.357142857142857,2.357142857142857,-0.06808510638297871,-0.29863013698630136,0.0,-3.214285714285714,-0.36666666666666664,0.30000000000000004,0.0,-1.607142857142857,0.0,1,5.0800000000000125,2.539999999999992,5,0,267,-1,0,1,1
2010-08-01,Paul Kelly,Jacob Volkmann,0.0,0.0,0,0.0,0.0,3.442866282789507,-0.7516314779270633,-0.07679107679107683,-0.183030303030303,0.0,3.4548944337811895,1.0,0.05128205128205132,0.0,1.7274472168905948,0.0,-4,0.0,-2.539999999999992,5,1,-10,0,0,0,1
2010-08-01,Darren Elkins,Charles Oliveira,16.0,0.0,1,0.5,0.5,0.0,-19.090909090909093,0.0,0.016666666666666607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,-7.6200000000000045,5,0,-232,1,0,0,1
2010-08-01,Brian Stann,Mike Massenzio,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-2.5400000000000205,2.5400000000000205,7,1,0,0,0,1,1
2010-08-01,James Irvin,Igor Pokrajac,-16.0,0.0,-1,-0.5,-0.5,1.6574585635359116,-6.961325966850829,0.15555555555555556,0.14347826086956517,0.0,0.0,0.0,0.5571428571428572,0.0,0.0,0.0,0,5.0800000000000125,-2.539999999999992,8,0,-232,1,0,0,1
2010-08-01,DaMarques Johnson,Matthew Riddle,0.0,0.0,0,0.0,0.0,-3.010989010989011,-4.862637362637363,-0.17735042735042728,0.2242038216560509,0.0,-5.217391304347826,-0.2714285714285714,0.0,0.0,-1.3043478260869565,0.0,4,0.0,2.539999999999992,6,1,-14,0,0,0,1
2010-08-01,Rob Kimmons,Steve Steinbeiss,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-12.699999999999989,-5.0800000000000125,7,0,0,0,0,1,1
2010-08-01,Mark Munoz,Yushin Okami,0.0,0.0,0,0.0,0.0,-0.1514419791334456,-1.653013804729145,0.09933617828354668,-0.1517857142857143,0.0,-1.9394961046061319,-0.16666666666666669,1.0,0.0,-0.012301243792427474,0.0,3,-5.0800000000000125,-7.6200000000000045,7,1,-10,0,0,0,1
2010-08-01,Jon Jones,Vladimir Matyushenko,0.0,0.0,0,0.0,0.0,10.292127303182578,-7.546733668341708,-0.03601815087918325,-0.23230192217533985,0.0,7.0452261306532655,0.0,-1.0,0.0,0.0,0.0,-16,10.159999999999997,25.400000000000006,8,0,0,0,0,1,1
2010-08-01,John Howard,Jake Ellenberger,16.0,0.0,1,0.5,0.5,8.925619834710744,0.0,0.1454545454545454,0.0,0.0,37.1900826446281,0.5333333333333334,0.0,0.0,7.43801652892562,0.0,2,-5.079999999999984,0.0,6,0,-232,1,0,0,1
2010-08-01,Tyson Griffin,Takanori Gomi,0.0,0.0,0,0.0,0.0,3.533333333333333,-0.20138169257340266,-0.021428571428571463,0.13095238095238093,0.0,1.0,0.033333333333333326,0.16666666666666663,0.0,1.0,0.0,-5,-2.5400000000000205,-5.0800000000000125,5,1,-73,0,0,0,1
2010-08-07,Todd Brown,Tim Boetsch,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-2.539999999999992,0.03999999999999204,8,0,0,0,0,0,1
2010-08-07,Rodney Wallace,Phil Davis,-32.0,0.0,-2,-1.0,-1.0,-8.762711864406779,0.8203389830508473,-0.04487179487179488,-0.09207161125319696,0.0,-2.1525423728813546,-0.2833333333333333,0.0,0.0,-1.0508474576271185,0.0,3,-12.700000000000017,-17.78,8,1,14,0,0,0,1
